,tweet_id,time_date,source,tweets_text,expanded_urls,rating_numerator,rating_denominator,image_URL,image_number,favorites,retweets,user_followers,user_favourites,Dog_name,Dog_style,True_prediction,confidence_level
2095,670764103623966721,2015-11-29 00:39:59,Twitter for iPhone,Meet Vincent. He's a wild Adderall Cayenne. Shipped for free. Always fresh. Never frozen. 10/10 great purchase https://t.co/ZfS7chSsi7,https://twitter.com/dog_rates/status/670764103623966721/photo/1,10,10,https://pbs.twimg.com/media/CU8IY0pWIAA2AJ-.jpg,1,1089.0,434.0,7686901.0,140932.0,Vincent,,Norfolk_terrier,0.17285
2094,670778058496974848,2015-11-29 01:35:26,Twitter for iPhone,"""To bone or not to bone?""
10/10 https://t.co/4g5kFdxp6g",https://twitter.com/dog_rates/status/670778058496974848/photo/1,10,10,https://pbs.twimg.com/media/CU8VFhuVAAAQW8B.jpg,1,330.0,74.0,7686901.0,140932.0,,,pug,0.776612
2093,670780561024270336,2015-11-29 01:45:22,Twitter for iPhone,This is Traviss. He has no ears. Two rare dogs in background. I bet they all get along nicely. 7/10s I'd pet all https://t.co/Viu56hVhhP,https://twitter.com/dog_rates/status/670780561024270336/photo/1,7,10,https://pbs.twimg.com/media/CU8XW2dWwAA-Lmc.jpg,1,792.0,296.0,7686901.0,140932.0,Traviss,,Labrador_retriever,0.244889
2091,670783437142401025,2015-11-29 01:56:48,Twitter for iPhone,Flamboyant pup here. Probably poisonous. Won't eat kibble. Doesn't bark. Slow af. Petting doesn't look fun. 1/10 https://t.co/jxukeh2BeO,https://twitter.com/dog_rates/status/670783437142401025/photo/1,1,10,https://pbs.twimg.com/media/CU8Z-OxXAAA-sd2.jpg,1,833.0,405.0,7686901.0,140932.0,,,NaN,0.0
2092,670782429121134593,2015-11-29 01:52:48,Twitter for iPhone,"This dude slaps your girl's ass what do you do?
5/10 https://t.co/6dioUL6gcP",https://twitter.com/dog_rates/status/670782429121134593/photo/1,5,10,https://pbs.twimg.com/media/CU8ZDu9WwAADg3N.jpg,1,1588.0,792.0,7686901.0,140932.0,,,Chihuahua,0.9529629999999999
2090,670786190031921152,2015-11-29 02:07:44,Twitter for iPhone,This is Creg. You offered him a ride to work but you're late and you just missed his exit. 8/10 https://t.co/3r7wznfuoa,https://twitter.com/dog_rates/status/670786190031921152/photo/1,8,10,https://pbs.twimg.com/media/CU8ceuxWUAALMEo.jpg,1,609.0,205.0,7686901.0,140932.0,Creg,,Pembroke,0.12743800000000002
2089,670789397210615808,2015-11-29 02:20:29,Twitter for iPhone,Two obedient dogs here. Left one has extra leg sticking out of its back. They each get 9/10. Would pet both at once https://t.co/RGcNPsmAfY,https://twitter.com/dog_rates/status/670789397210615808/photo/1,9,10,https://pbs.twimg.com/media/CU8fZSQWoAEVp6O.jpg,1,671.0,246.0,7686901.0,140932.0,,,beagle,0.295966
2088,670792680469889025,2015-11-29 02:33:32,Twitter for iPhone,This is Antony. He's a Sheraton Tetrahedron. Skips awkwardly. Doesn't look when he crosses the road (reckless). 7/10 https://t.co/gTy4WMXu8l,https://twitter.com/dog_rates/status/670792680469889025/photo/1,7,10,https://pbs.twimg.com/media/CU8iYi2WsAEaqQ0.jpg,1,841.0,285.0,7686901.0,140932.0,Antony,,toy_poodle,0.031355
2087,670797304698376195,2015-11-29 02:51:54,Twitter for iPhone,This is Trigger. He was minding his own business on stair when he overheard someone say they don't like bacon. 11/10 https://t.co/yqohZK4CL0,https://twitter.com/dog_rates/status/670797304698376195/photo/1,11,10,https://pbs.twimg.com/media/CU8mlhoVAAAteS5.jpg,1,745.0,243.0,7686901.0,140932.0,Trigger,,Pembroke,0.47219700000000003
2086,670803562457407488,2015-11-29 03:16:46,Twitter for iPhone,I would do radical things in the name of Dog God. I'd believe every word in that book. 10/10 https://t.co/9ZuGAmLZDR,https://twitter.com/dog_rates/status/670803562457407488/photo/1,10,10,https://pbs.twimg.com/media/CU8sSAvXIAAB1Py.jpg,1,345.0,88.0,7686901.0,140932.0,,,basenji,0.34410100000000005
2085,670804601705242624,2015-11-29 03:20:54,Twitter for iPhone,Meet Mason. He's a total frat boy. Pretends to be Hawaiian. Head is unbelievably round. 10/10 would pet so damn well https://t.co/DM3ZP3AA7b,https://twitter.com/dog_rates/status/670804601705242624/photo/1,10,10,https://pbs.twimg.com/media/CU8tOJZWUAAlNoF.jpg,1,1995.0,981.0,7686901.0,140932.0,Mason,,Pomeranian,0.86856
2084,670807719151067136,2015-11-29 03:33:17,Twitter for iPhone,"Say hello to Andy. He can balance on one foot, obliterate u in checkers, &amp; transform into a rug. 11/10 much talents https://t.co/idzH8JH06g","https://twitter.com/dog_rates/status/670807719151067136/photo/1,https://twitter.com/dog_rates/status/670807719151067136/photo/1,https://twitter.com/dog_rates/status/670807719151067136/photo/1",11,10,https://pbs.twimg.com/media/CU8v-rdXIAId12Z.jpg,1,1172.0,501.0,7686901.0,140932.0,Andy,,Old_English_sheepdog,0.9580350000000001
2083,670811965569282048,2015-11-29 03:50:10,Twitter for iPhone,Meet Maggie. She enjoys her stick in the yard. Very content. Much tranquility. 10/10 keep it up pup https://t.co/eYP9i9gfYn,https://twitter.com/dog_rates/status/670811965569282048/photo/1,10,10,https://pbs.twimg.com/media/CU8z65IUEAQBc4q.jpg,1,1145.0,275.0,7686901.0,140932.0,Maggie,,basset,0.9940899999999999
2079,670826280409919488,2015-11-29 04:47:03,Twitter for iPhone,"Scary dog here. Too many legs. Extra tail. Not soft, let alone fluffy. Won't bark. Moves sideways. Has weapon. 2/10 https://t.co/XOPXCSXiUT",https://twitter.com/dog_rates/status/670826280409919488/photo/1,2,10,https://pbs.twimg.com/media/CU9A8ZuWsAAt_S1.jpg,1,5629.0,4152.0,7686901.0,140932.0,,,NaN,0.0
2078,670832455012716544,2015-11-29 05:11:35,Twitter for iPhone,This is Amy. She is Queen Starburst. 10/10 unexplainably juicy https://t.co/Hj2HtxpcSx,https://twitter.com/dog_rates/status/670832455012716544/photo/1,10,10,https://pbs.twimg.com/media/CU9GjzrUkAAWPh4.jpg,1,746.0,224.0,7686901.0,140932.0,Amy,,malinois,0.31760700000000003
2077,670833812859932673,2015-11-29 05:16:59,Twitter for iPhone,This is Jett. He is unimpressed by flower. 7/10 https://t.co/459qWNnV3F,https://twitter.com/dog_rates/status/670833812859932673/photo/1,7,10,https://pbs.twimg.com/media/CU9HyzSWIAAVcte.jpg,1,456.0,128.0,7686901.0,140932.0,Jett,,Pekinese,0.609853
2076,670838202509447168,2015-11-29 05:34:25,Twitter for iPhone,Pink dogs here. Unreasonably long necks. Left guy has only 1 leg. Quite nimble. Don't bark tho 4/10s would still pet https://t.co/QY5uvMmmQk,https://twitter.com/dog_rates/status/670838202509447168/photo/1,4,10,https://pbs.twimg.com/media/CU9LyIMWIAA6OOu.jpg,1,1130.0,711.0,7686901.0,140932.0,,,NaN,0.0
2075,670840546554966016,2015-11-29 05:43:44,Twitter for iPhone,Meet Colby. He's that one cool friend that gets you into every party. Great hat. Sneaky tongue slip. 10/10 good pup https://t.co/jBnz3MjTzX,https://twitter.com/dog_rates/status/670840546554966016/photo/1,10,10,https://pbs.twimg.com/media/CU9N6upXAAAbtQe.jpg,1,601.0,198.0,7686901.0,140932.0,Colby,,Shih-Tzu,0.963622
2074,670842764863651840,2015-11-29 05:52:33,Twitter for iPhone,"After so many requests... here you go.

Good dogg. 420/10 https://t.co/yfAAo1gdeY",https://twitter.com/dog_rates/status/670842764863651840/photo/1,420,10,https://pbs.twimg.com/media/CU9P717W4AAOlKx.jpg,1,24907.0,8948.0,7686901.0,140932.0,,,NaN,0.0
2317,666644823164719104,2015-11-17 15:51:26,Twitter for iPhone,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,https://twitter.com/dog_rates/status/666644823164719104/photo/1,9,10,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1,230.0,80.0,7686901.0,140932.0,Jimothy,,Ibizan_hound,0.0443334
2316,666649482315059201,2015-11-17 16:09:56,Twitter for iPhone,Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10 https://t.co/vXMKrJC81s,https://twitter.com/dog_rates/status/666649482315059201/photo/1,4,10,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,1,1116.0,624.0,7686901.0,140932.0,,,Border_collie,0.44780299999999995
2313,666739327293083650,2015-11-17 22:06:57,Twitter for iPhone,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,https://twitter.com/dog_rates/status/666739327293083650/photo/1,10,10,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,1,236.0,66.0,7686901.0,140932.0,Lugan,,miniature_poodle,0.546933
2315,666691418707132416,2015-11-17 18:56:35,Twitter for iPhone,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,https://twitter.com/dog_rates/status/666691418707132416/photo/1,8,10,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,1,186.0,47.0,7686901.0,140932.0,Christoper,,German_shepherd,0.9754010000000001
2314,666701168228331520,2015-11-17 19:35:19,Twitter for iPhone,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,https://twitter.com/dog_rates/status/666701168228331520/photo/1,8,10,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1,430.0,219.0,7686901.0,140932.0,Johm,,Labrador_retriever,0.887707
2309,666804364988780544,2015-11-18 02:25:23,Twitter for iPhone,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,https://twitter.com/dog_rates/status/666804364988780544/photo/1,8,10,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1,240.0,94.0,7686901.0,140932.0,Jockson,,English_setter,0.32879200000000003
2312,666776908487630848,2015-11-18 00:36:17,Twitter for iPhone,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,https://twitter.com/dog_rates/status/666776908487630848/photo/1,5,10,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,1,351.0,175.0,7686901.0,140932.0,Josep,,miniature_pinscher,0.167175
2311,666781792255496192,2015-11-18 00:55:42,Twitter for iPhone,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,https://twitter.com/dog_rates/status/666781792255496192/photo/1,10,10,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1,387.0,194.0,7686901.0,140932.0,Octaviath,,Italian_greyhound,0.618316
2310,666786068205871104,2015-11-18 01:12:41,Twitter for iPhone,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,https://twitter.com/dog_rates/status/666786068205871104/photo/1,2,10,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1,759.0,486.0,7686901.0,140932.0,,,NaN,0.0
2308,666817836334096384,2015-11-18 03:18:55,Twitter for iPhone,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,https://twitter.com/dog_rates/status/666817836334096384/photo/1,9,10,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1,517.0,251.0,7686901.0,140932.0,Jeph,,miniature_schnauzer,0.496953
2307,666826780179869698,2015-11-18 03:54:28,Twitter for iPhone,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,https://twitter.com/dog_rates/status/666826780179869698/photo/1,12,10,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,1,254.0,97.0,7686901.0,140932.0,,,Maltese_dog,0.359383
2306,666835007768551424,2015-11-18 04:27:09,Twitter for iPhone,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,https://twitter.com/dog_rates/status/666835007768551424/photo/1,10,10,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1,214.0,80.0,7686901.0,140932.0,,,Airedale,0.448459
2305,666837028449972224,2015-11-18 04:35:11,Twitter for iPhone,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,https://twitter.com/dog_rates/status/666837028449972224/photo/1,3,10,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1,818.0,554.0,7686901.0,140932.0,,,NaN,0.0
2302,667012601033924608,2015-11-18 16:12:51,Twitter for iPhone,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,https://twitter.com/dog_rates/status/667012601033924608/photo/1,9,10,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,1,445.0,225.0,7686901.0,140932.0,Klevin,,NaN,0.0
2304,666983947667116034,2015-11-18 14:18:59,Twitter for iPhone,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,https://twitter.com/dog_rates/status/666983947667116034/photo/1,11,10,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,1,2547.0,986.0,7686901.0,140932.0,Pepe,,NaN,0.0
2303,666996132027977728,2015-11-18 15:07:24,Twitter for iPhone,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,https://twitter.com/dog_rates/status/666996132027977728/photo/1,10,10,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1,244.0,94.0,7686901.0,140932.0,Carll,,Rottweiler,0.0624899
2296,667090893657276420,2015-11-18 21:23:57,Twitter for iPhone,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,https://twitter.com/dog_rates/status/667090893657276420/photo/1,7,10,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,1,332.0,129.0,7686901.0,140932.0,Clybe,,Chihuahua,0.959514
2301,667044094246576128,2015-11-18 18:17:59,Twitter for iPhone,12/10 gimme now https://t.co/QZAnwgnOMB,https://twitter.com/dog_rates/status/667044094246576128/photo/1,12,10,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,1,183.0,51.0,7686901.0,140932.0,,,golden_retriever,0.765266
2300,667062181243039745,2015-11-18 19:29:52,Twitter for iPhone,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,https://twitter.com/dog_rates/status/667062181243039745/photo/1,10,10,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,1,217.0,55.0,7686901.0,140932.0,Keet,,Chesapeake_Bay_retriever,0.825678
2299,667065535570550784,2015-11-18 19:43:11,Twitter for iPhone,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,https://twitter.com/dog_rates/status/667065535570550784/photo/1,8,10,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,1,166.0,48.0,7686901.0,140932.0,,,NaN,0.0
2297,667073648344346624,2015-11-18 20:15:26,Twitter for iPhone,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,https://twitter.com/dog_rates/status/667073648344346624/photo/1,10,10,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1,402.0,122.0,7686901.0,140932.0,Dave,,Chihuahua,0.48368199999999995
2292,667160273090932737,2015-11-19 01:59:39,Twitter for iPhone,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,https://twitter.com/dog_rates/status/667160273090932737/photo/1,11,10,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,1,257.0,62.0,7686901.0,140932.0,Bradlay,,golden_retriever,0.471351
2295,667119796878725120,2015-11-18 23:18:48,Twitter for iPhone,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,https://twitter.com/dog_rates/status/667119796878725120/photo/1,10,10,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1,330.0,128.0,7686901.0,140932.0,Gabe,,Pembroke,0.741563
2291,667165590075940865,2015-11-19 02:20:46,Twitter for iPhone,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,https://twitter.com/dog_rates/status/667165590075940865/photo/1,10,10,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,1,2694.0,1147.0,7686901.0,140932.0,Churlie,,miniature_pinscher,0.140173
2294,667138269671505920,2015-11-19 00:32:12,Twitter for iPhone,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,https://twitter.com/dog_rates/status/667138269671505920/photo/1,10,10,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1,4608.0,2221.0,7686901.0,140932.0,,,West_Highland_white_terrier,0.747713
2293,667152164079423490,2015-11-19 01:27:25,Twitter for iPhone,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,https://twitter.com/dog_rates/status/667152164079423490/photo/1,12,10,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,1,47840.0,17207.0,7686901.0,140932.0,Pipsy,,toy_poodle,0.535411
2290,667171260800061440,2015-11-19 02:43:18,Twitter for iPhone,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,https://twitter.com/dog_rates/status/667171260800061440/photo/1,10,10,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,1,221.0,91.0,7686901.0,140932.0,Kenneth,,giant_schnauzer,0.8412649999999999
2289,667174963120574464,2015-11-19 02:58:01,Twitter for iPhone,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",https://twitter.com/dog_rates/status/667174963120574464/photo/1,9,10,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,1,245.0,84.0,7686901.0,140932.0,Clarence,,toy_poodle,0.266437
2288,667176164155375616,2015-11-19 03:02:47,Twitter for iPhone,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,https://twitter.com/dog_rates/status/667176164155375616/photo/1,4,10,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,1,611.0,464.0,7686901.0,140932.0,,,soft-coated_wheaten_terrier,0.318981
2287,667177989038297088,2015-11-19 03:10:02,Twitter for iPhone,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,https://twitter.com/dog_rates/status/667177989038297088/photo/1,8,10,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,1,192.0,55.0,7686901.0,140932.0,,,vizsla,0.25924899999999995
2286,667182792070062081,2015-11-19 03:29:07,Twitter for iPhone,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,https://twitter.com/dog_rates/status/667182792070062081/photo/1,10,10,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,1,14372.0,6255.0,7686901.0,140932.0,Timison,,golden_retriever,0.949892
2285,667188689915760640,2015-11-19 03:52:34,Twitter for iPhone,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV,https://twitter.com/dog_rates/status/667188689915760640/photo/1,10,10,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,1,745.0,420.0,7686901.0,140932.0,,,NaN,0.0
2284,667192066997374976,2015-11-19 04:05:59,Twitter for iPhone,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,https://twitter.com/dog_rates/status/667192066997374976/photo/1,12,10,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,1,386.0,109.0,7686901.0,140932.0,,,Rottweiler,0.28364
2283,667200525029539841,2015-11-19 04:39:35,Twitter for iPhone,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,https://twitter.com/dog_rates/status/667200525029539841/photo/1,11,10,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,1,617.0,262.0,7686901.0,140932.0,Joshwa,,Siberian_husky,0.694904
2282,667211855547486208,2015-11-19 05:24:37,Twitter for iPhone,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,https://twitter.com/dog_rates/status/667211855547486208/photo/1,9,10,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,1,496.0,244.0,7686901.0,140932.0,Genevieve,,golden_retriever,0.462556
2281,667369227918143488,2015-11-19 15:49:57,Twitter for iPhone,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,https://twitter.com/dog_rates/status/667369227918143488/photo/1,10,10,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,1,368.0,166.0,7686901.0,140932.0,,,NaN,0.0
2278,667435689202614272,2015-11-19 20:14:03,Twitter for iPhone,Ermergerd 12/10 https://t.co/PQni2sjPsm,https://twitter.com/dog_rates/status/667435689202614272/photo/1,12,10,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,1,305.0,84.0,7687548.0,140932.0,,,Rottweiler,0.999091
2277,667437278097252352,2015-11-19 20:20:22,Twitter for iPhone,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 https://t.co/97HuBrVuOx,https://twitter.com/dog_rates/status/667437278097252352/photo/1,10,10,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,1,451.0,242.0,7686901.0,140932.0,,,NaN,0.0
2276,667443425659232256,2015-11-19 20:44:47,Twitter for iPhone,Exotic dog here. Long neck. Weird paws. Obsessed with bread. Waddles. Flies sometimes (wow!). Very happy dog. 6/10 https://t.co/rqO4I3nf2N,https://twitter.com/dog_rates/status/667443425659232256/photo/1,6,10,https://pbs.twimg.com/media/CUM8QZwW4AAVsBl.jpg,1,785.0,587.0,7686901.0,140932.0,,,NaN,0.0
2280,667393430834667520,2015-11-19 17:26:08,Twitter for iPhone,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,https://twitter.com/dog_rates/status/667393430834667520/photo/1,8,10,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,1,197.0,58.0,7686901.0,140932.0,Fwed,,papillon,0.557009
2279,667405339315146752,2015-11-19 18:13:27,Twitter for iPhone,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,https://twitter.com/dog_rates/status/667405339315146752/photo/1,7,10,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,1,467.0,221.0,7686901.0,140932.0,Biden,,Saint_Bernard,0.381377
2269,667509364010450944,2015-11-20 01:06:48,Twitter Web Client,This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7,https://twitter.com/dog_rates/status/667509364010450944/photo/1,12,10,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,1,6816.0,2154.0,7686901.0,140932.0,Tickles,,beagle,0.636169
2275,667453023279554560,2015-11-19 21:22:56,Twitter Web Client,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,https://twitter.com/dog_rates/status/667453023279554560/photo/1,11,10,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,1,314.0,91.0,7686901.0,140932.0,Cupcake,,Labrador_retriever,0.8256700000000001
2274,667455448082227200,2015-11-19 21:32:34,Twitter Web Client,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,https://twitter.com/dog_rates/status/667455448082227200/photo/1,7,10,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,1,192.0,60.0,7686901.0,140932.0,Reese,,Tibetan_terrier,0.676376
2273,667470559035432960,2015-11-19 22:32:36,Twitter Web Client,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,https://twitter.com/dog_rates/status/667470559035432960/photo/1,11,10,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,1,258.0,100.0,7686901.0,140932.0,Kohl,,toy_poodle,0.304175
2268,667517642048163840,2015-11-20 01:39:42,Twitter Web Client,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,https://twitter.com/dog_rates/status/667517642048163840/photo/1,8,10,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,1,368.0,193.0,7686901.0,140932.0,Dook,,Italian_greyhound,0.125176
2272,667491009379606528,2015-11-19 23:53:52,Twitter Web Client,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y,https://twitter.com/dog_rates/status/667491009379606528/photo/1,7,10,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,1,534.0,232.0,7686901.0,140932.0,,,borzoi,0.852088
2271,667495797102141441,2015-11-20 00:12:54,Twitter Web Client,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i,https://twitter.com/dog_rates/status/667495797102141441/photo/1,9,10,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,1,521.0,274.0,7686901.0,140932.0,Philippe,,Chihuahua,0.143957
2270,667502640335572993,2015-11-20 00:40:05,Twitter Web Client,Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. 11/10s https://t.co/n5Wtb5Hvsl,https://twitter.com/dog_rates/status/667502640335572993/photo/1,11,10,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,1,537.0,222.0,7686901.0,140932.0,Hall,,Labrador_retriever,0.9967090000000001
2267,667524857454854144,2015-11-20 02:08:22,Twitter Web Client,Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. 12/10 great pup https://t.co/seESNzgsdm,https://twitter.com/dog_rates/status/667524857454854144/photo/1,12,10,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,1,1709.0,1123.0,7686901.0,140932.0,,,Chesapeake_Bay_retriever,0.08812239999999999
2266,667530908589760512,2015-11-20 02:32:25,Twitter Web Client,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",https://twitter.com/dog_rates/status/667530908589760512/photo/1,10,10,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,1,472.0,242.0,7686901.0,140932.0,Naphaniel,,golden_retriever,0.633037
